annee_code_dpt;politique (parti);securite (Nombre_de_délits);socio_economie (PIB_par_Inflation);sante (Espérance_de_Vie_H/F);environnemental (Parc_installé_éolien_MW);education (Nombre_Total_Établissements);demographie (Population_Totale);technologie (Dépenses_en_R&D_en_pourcentages)
2010_45;;31823;25563.44;81.4;564.0;10;165757;2.18
2010_46;;4768;24906.42;82.55;725.0;10;35402;2.18
2010_47;;12608;25361.51;82.1;165.0;2;72384;2.18
2010_48;;2079;24906.42;80.75;725.0;2;16570;2.18
2010_49;;26984;26270.69;82.25;384.0;1;205810;2.18
2010_50;;15124;25853.03;80.6;341.0;5;116989;2.18
2010_51;;33286;25469.86;80.3;1363.0;10;139823;2.18
2010_52;;7761;25469.86;80.35;1363.0;12;41930;2.18
2010_53;;8878;26270.69;81.85;384.0;5;79500;2.18
2010_54;;36686;25469.86;80.35;1363.0;7;177426;2.18
2010_55;;6787;25469.86;80.7;1363.0;18;46281;2.18
2010_56;;25840;24770.49;80.4;649.0;2;170368;2.18
2010_57;;45331;25469.86;80.35;1363.0;21;244432;2.18
2010_58;;7514;24678.88;79.75;92.0;4;44842;2.18
2010_59;;165411;24097.71;79.0;1134.0;35;701224;2.18
2010_60;;41135;24097.71;80.2;1134.0;8;217644;2.18
2010_61;;10047;25853.03;81.05;341.0;11;69076;2.18
2010_62;;73833;24097.71;78.4;1134.0;12;388227;2.18
2010_63;;25336;29058.31;81.2;280.0;5;142237;2.18
2010_64;;27868;25361.51;82.0;165.0;3;143249;2.18
2010_65;;9045;24906.42;81.25;725.0;1;47745;2.18
2010_66;;32383;24906.42;80.6;725.0;2;100594;2.18
2010_67;;49339;25469.86;81.15;1363.0;11;265297;2.18
2010_68;;32240;25469.86;81.2;1363.0;17;182397;2.18
2010_69;;116078;29058.31;82.8;280.0;11;446037;2.18
2010_70;;7368;24678.88;80.55;92.0;8;58109;2.18
2010_71;;18519;24678.88;81.1;92.0;5;124238;2.18
2010_72;;19184;26270.69;82.0;384.0;0;141080;2.18
2010_73;;25650;29058.31;81.85;280.0;1;101341;2.18
2010_74;;35317;29058.31;82.4;280.0;9;187897;2.18
2010_75;;238114;50456.07;83.0;0.0;11;448052;2.18
2010_76;;65791;25853.03;80.1;341.0;10;316447;2.18
2010_77;;80808;50456.07;81.35;0.0;3;374188;2.18
2010_78;;84309;50456.07;82.75;0.0;5;384334;2.18
2010_79;;11937;25361.51;82.2;165.0;4;86096;2.18
2010_80;;27086;24097.71;79.5;1134.0;17;143641;2.18
2010_81;;13738;24906.42;81.95;725.0;5;84109;2.18
2010_82;;10559;24906.42;81.3;725.0;1;58081;2.18
2010_83;;62959;28714.54;81.65;45.0;0;221181;2.18
2010_84;;36998;28714.54;81.15;45.0;1;133191;2.18
2010_85;;20087;26270.69;81.45;384.0;8;151968;2.18
2010_86;;16551;25361.51;81.5;165.0;5;100341;2.18
2010_87;;13427;25361.51;81.75;165.0;2;80690;2.18
2010_88;;13163;25469.86;79.8;1363.0;17;90205;2.18
2010_89;;15926;24678.88;79.9;92.0;3;80409;2.18
2010_90;;6394;24678.88;81.15;92.0;4;35699;2.18
2010_91;;69801;50456.07;82.35;0.0;2;333593;2.18
2010_92;;96476;50456.07;83.1;0.0;3;398200;2.18
2010_93;;142034;50456.07;81.2;0.0;3;440761;2.18
2010_94;;90179;50456.07;82.6;0.0;1;342759;2.18
2010_95;;92307;50456.07;81.5;0.0;4;334258;2.18
2011_01;;21962;29975.52;82.55;334.0;5;159835;2.19
2011_02;;25193;24686.12;79.35;1275.0;24;139855;2.19
2011_03;;11837;29975.52;80.7;334.0;5;72093;2.19
2011_04;;7476;29016.75;81.9;47.0;0;36084;2.19
2011_05;;6018;29016.75;83.05;47.0;5;31787;2.19
2011_06;;92025;29016.75;82.5;47.0;7;235488;2.19
2011_07;;10865;29975.52;82.05;334.0;4;72947;2.19
2011_08;;11005;26216.82;79.9;1600.0;3;70966;2.19
2011_09;;5029;25620.41;81.65;812.0;3;32928;2.19
2011_10;;13779;26216.82;80.75;1600.0;22;74078;2.19
2011_11;;18971;25620.41;81.55;812.0;2;80730;2.19
2011_12;;7267;25620.41;82.2;812.0;1;57504;2.19
2011_13;;174989;29016.75;82.0;47.0;11;478237;2.19
2011_14;;28130;26467.54;81.25;431.0;20;170045;2.19
2011_15;;3052;29975.52;80.9;334.0;3;28371;2.19
2011_16;;14267;26114.97;81.7;298.0;0;76569;2.19
2011_17;;32578;26114.97;81.5;298.0;8;133909;2.19
2011_18;;11386;26032.71;80.6;665.0;1;68574;2.19
2011_19;;7773;26114.97;81.45;298.0;1;48561;2.19
2011_21;;22414;25329.55;82.1;122.0;10;123702;2.19
2011_22;;18742;25561.65;80.5;678.0;12;137950;2.19
2011_23;;2283;26114.97;79.85;298.0;0;23068;2.19
2011_24;;13432;26114.97;81.9;298.0;3;84168;2.19
2011_25;;23236;25329.55;81.7;122.0;13;133780;2.19
2011_26;;27660;29975.52;81.85;334.0;6;121055;2.19
2011_27;;24067;26467.54;80.5;431.0;8;155358;2.19
2011_28;;17846;26032.71;81.65;665.0;7;110360;2.19
2011_29;;33538;25561.65;80.15;678.0;12;211675;2.19
2011_30;;46658;25620.41;81.7;812.0;1;172774;2.19
2011_31;;83873;25620.41;83.2;812.0;8;305995;2.19
2011_32;;5561;25620.41;82.55;812.0;1;39254;2.19
2011_33;;83441;26114.97;82.4;298.0;5;347074;2.19
2011_34;;75564;25620.41;81.8;812.0;4;251318;2.19
2011_35;;39359;25561.65;82.25;678.0;3;259312;2.19
2011_36;;7854;26032.71;80.85;665.0;4;48019;2.19
2011_37;;26304;26032.71;82.55;665.0;12;143192;2.19
2011_38;;62686;29975.52;83.1;334.0;15;315594;2.19
2011_39;;8524;25329.55;81.65;122.0;14;62755;2.19
2011_40;;15536;26114.97;81.95;298.0;1;85512;2.19
2011_41;;13730;26032.71;82.0;665.0;3;76637;2.19
2011_42;;34290;29975.52;82.25;334.0;11;183136;2.19
2011_43;;5943;29975.52;81.35;334.0;5;52790;2.19
2011_44;;69835;27317.6;81.9;416.0;6;335130;2.19
2011_45;;32958;26032.71;81.95;665.0;6;167847;2.19
2011_46;;4840;25620.41;82.05;812.0;7;34962;2.19
2011_47;;12771;26114.97;82.25;298.0;3;71970;2.19
2011_48;;2199;25620.41;80.55;812.0;2;16598;2.19
2011_49;;28172;27317.6;82.75;416.0;9;208070;2.19
2011_50;;14143;26467.54;81.25;431.0;20;115901;2.19
2011_51;;32571;26216.82;80.85;1600.0;9;139217;2.19
2011_52;;8388;26216.82;81.05;1600.0;20;40637;2.19
2011_53;;8526;27317.6;82.3;416.0;3;79757;2.19
2011_54;;34658;26216.82;80.9;1600.0;6;177687;2.19
2011_55;;6508;26216.82;80.4;1600.0;15;46564;2.19
2011_56;;26154;25561.65;80.8;678.0;5;171471;2.19
2011_57;;46076;26216.82;80.6;1600.0;23;242164;2.19
2011_58;;7178;25329.55;79.05;122.0;10;44386;2.19
2011_59;;162412;24686.12;79.25;1275.0;35;696905;2.19
2011_60;;42566;24686.12;80.45;1275.0;8;216697;2.19
2011_61;;9979;26467.54;81.2;431.0;4;68568;2.19
2011_62;;72545;24686.12;78.75;1275.0;32;388632;2.19
2011_63;;24459;29975.52;81.2;334.0;11;141455;2.19
2011_64;;29162;26114.97;82.5;298.0;13;143396;2.19
2011_65;;9467;25620.41;81.35;812.0;3;47552;2.19
2011_66;;31099;25620.41;81.35;812.0;2;101560;2.19
2011_67;;47581;26216.82;81.75;1600.0;16;265227;2.19
2011_68;;31093;26216.82;81.5;1600.0;26;182885;2.19
2011_69;;114544;29975.52;82.9;334.0;9;449811;2.19
2011_70;;7198;25329.55;80.6;122.0;9;57947;2.19
2011_71;;19671;25329.55;81.1;122.0;12;123508;2.19
2011_72;;19568;27317.6;81.75;416.0;12;142165;2.19
2011_73;;26254;29975.52;82.6;334.0;8;102134;2.19
2011_74;;35982;29975.52;83.1;334.0;12;188977;2.19
2011_75;;233038;50757.03;83.4;19.0;7;447812;2.19
2011_76;;64750;26467.54;80.5;431.0;7;314421;2.19
2011_77;;80803;50757.03;81.65;19.0;13;376178;2.19
2011_78;;83954;50757.03;83.2;19.0;14;386517;2.19
2011_79;;11655;26114.97;81.85;298.0;6;86639;2.19
2011_80;;27754;24686.12;79.65;1275.0;7;142954;2.19
2011_81;;13381;25620.41;82.65;812.0;11;84129;2.19
2011_82;;10760;25620.41;82.2;812.0;4;58805;2.19
2011_83;;61700;29016.75;81.85;47.0;5;220479;2.19
2011_84;;36159;29016.75;81.95;47.0;2;133495;2.19
2011_85;;21020;27317.6;82.15;416.0;7;153020;2.19
2011_86;;15919;26114.97;81.65;298.0;2;101075;2.19
2011_87;;13560;26114.97;81.8;298.0;2;81065;2.19
2011_88;;13870;26216.82;80.05;1600.0;14;89146;2.19
2011_89;;16211;25329.55;80.05;122.0;12;80427;2.19
2011_90;;6271;25329.55;80.7;122.0;1;35518;2.19
2011_91;;71790;50757.03;82.5;19.0;7;336098;2.19
2011_92;;95567;50757.03;83.2;19.0;5;400708;2.19
2011_93;;140367;50757.03;81.5;19.0;3;442374;2.19
2011_94;;89103;50757.03;82.5;19.0;8;344272;2.19
2011_95;;92478;50757.03;82.05;19.0;11;337058;2.19
2012_01;6;22504;30088.28;82.6;357.0;3;161231;2.23
2012_02;2;24725;24750.37;79.4;1497.0;21;138748;2.23
2012_03;2;12322;30088.28;80.8;357.0;3;71637;2.23
2012_04;2;7867;29792.05;82.35;47.0;1;35587;2.23
2012_05;2;6061;29792.05;82.85;47.0;5;31430;2.23
2012_06;6;89157;29792.05;82.45;47.0;6;234149;2.23
2012_07;2;11111;30088.28;81.4;357.0;4;72616;2.23
2012_08;2;10992;26009.81;79.45;1840.0;8;70037;2.23
2012_09;2;5699;25994.11;81.05;857.0;0;32592;2.23
2012_10;6;14300;26009.81;80.8;1840.0;26;73995;2.23
2012_11;2;18504;25994.11;81.15;857.0;1;81334;2.23
2012_12;2;6896;25994.11;82.4;857.0;6;57585;2.23
2012_13;6;170262;29792.05;82.0;47.0;16;478927;2.23
2012_14;2;28139;26602.26;81.25;455.0;9;168396;2.23
2012_15;2;3297;30088.28;81.3;357.0;2;28470;2.23
2012_16;2;13838;26404.12;81.75;343.0;9;75943;2.23
2012_17;2;31090;26404.12;81.35;343.0;5;134618;2.23
2012_18;2;11813;26211.87;80.35;703.0;3;67739;2.23
2012_19;2;7704;26404.12;81.75;343.0;1;48200;2.23
2012_21;6;21387;25012.26;81.95;168.0;9;122959;2.23
2012_22;2;19035;25825.4;80.65;750.0;2;137258;2.23
2012_23;2;2374;26404.12;80.15;343.0;2;22742;2.23
2012_24;2;12766;26404.12;81.1;343.0;3;83769;2.23
2012_25;6;23015;25012.26;81.6;168.0;9;133580;2.23
2012_26;6;28162;30088.28;82.2;357.0;1;121491;2.23
2012_27;6;23366;26602.26;80.35;455.0;5;155634;2.23
2012_28;6;17731;26211.87;81.65;703.0;3;110620;2.23
2012_29;2;35511;25825.4;80.1;750.0;4;209504;2.23
2012_30;6;43404;25994.11;81.6;857.0;7;172056;2.23
2012_31;2;84444;25994.11;83.0;857.0;7;310041;2.23
2012_32;2;5225;25994.11;82.1;857.0;2;39289;2.23
2012_33;2;81728;26404.12;82.0;343.0;2;350012;2.23
2012_34;2;74454;25994.11;82.1;857.0;4;252150;2.23
2012_35;2;40481;25825.4;82.0;750.0;3;263760;2.23
2012_36;2;7761;26211.87;80.65;703.0;3;47792;2.23
2012_37;2;25252;26211.87;82.6;703.0;17;143353;2.23
2012_38;2;64547;30088.28;82.75;357.0;15;318755;2.23
2012_39;6;8661;25012.26;81.7;168.0;4;62515;2.23
2012_40;2;16361;26404.12;82.05;343.0;1;86776;2.23
2012_41;6;13349;26211.87;81.8;703.0;3;76273;2.23
2012_42;2;32703;30088.28;81.75;357.0;11;184140;2.23
2012_43;2;5742;30088.28;81.1;357.0;1;52655;2.23
2012_44;2;73054;27491.91;81.85;482.0;14;338331;2.23
2012_45;6;31117;26211.87;82.1;703.0;5;167598;2.23
2012_46;2;5269;25994.11;82.2;857.0;1;34475;2.23
2012_47;2;12935;26404.12;82.2;343.0;2;72020;2.23
2012_48;6;2103;25994.11;80.8;857.0;3;16365;2.23
2012_49;6;29104;27491.91;82.65;482.0;11;210411;2.23
2012_50;6;13418;26602.26;80.95;455.0;8;115749;2.23
2012_51;6;32138;26009.81;80.85;1840.0;29;139785;2.23
2012_52;6;7775;26009.81;80.8;1840.0;7;40483;2.23
2012_53;6;9317;27491.91;82.05;482.0;1;79679;2.23
2012_54;2;36355;26009.81;81.05;1840.0;16;176558;2.23
2012_55;6;7002;26009.81;80.65;1840.0;15;45813;2.23
2012_56;2;25382;25825.4;80.85;750.0;13;171475;2.23
2012_57;6;45914;26009.81;80.75;1840.0;28;240933;2.23
2012_58;2;7558;25012.26;80.15;168.0;7;43635;2.23
2012_59;2;158545;24750.37;79.4;1497.0;31;695141;2.23
2012_60;6;42040;24750.37;80.55;1497.0;6;216640;2.23
2012_61;6;9911;26602.26;80.5;455.0;1;67702;2.23
2012_62;2;71090;24750.37;78.8;1497.0;22;386721;2.23
2012_63;2;25086;30088.28;81.3;357.0;4;140891;2.23
2012_64;2;26945;26404.12;82.0;343.0;6;143323;2.23
2012_65;2;8945;25994.11;81.35;857.0;7;47633;2.23
2012_66;2;31292;25994.11;81.1;857.0;3;103161;2.23
2012_67;6;48403;26009.81;81.8;1840.0;16;265092;2.23
2012_68;6;31099;26009.81;81.7;1840.0;16;181956;2.23
2012_69;6;118941;30088.28;82.85;357.0;12;454872;2.23
2012_70;6;8141;25012.26;81.4;168.0;2;57386;2.23
2012_71;2;19227;25012.26;81.8;168.0;14;122829;2.23
2012_72;2;20798;27491.91;81.55;482.0;3;142176;2.23
2012_73;6;26491;30088.28;82.65;357.0;5;101541;2.23
2012_74;6;35782;30088.28;82.9;357.0;6;190609;2.23
2012_75;2;233853;51850.91;83.35;19.0;9;445889;2.23
2012_76;2;63357;26602.26;80.55;455.0;5;313758;2.23
2012_77;6;80518;51850.91;81.75;19.0;15;380313;2.23
2012_78;6;81739;51850.91;83.15;19.0;6;383459;2.23
2012_79;2;11957;26404.12;82.2;343.0;3;86479;2.23
2012_80;2;28162;24750.37;79.85;1497.0;11;141516;2.23
2012_81;2;13341;25994.11;82.5;857.0;7;84491;2.23
2012_82;2;10491;25994.11;81.8;857.0;2;59538;2.23
2012_83;6;61069;29792.05;81.95;47.0;7;221871;2.23
2012_84;6;33527;29792.05;81.6;47.0;1;132398;2.23
2012_85;6;20457;27491.91;81.7;482.0;3;154468;2.23
2012_86;2;15439;26404.12;81.45;343.0;2;100764;2.23
2012_87;2;13062;26404.12;82.15;343.0;2;80953;2.23
2012_88;6;12579;26009.81;80.1;1840.0;15;88099;2.23
2012_89;6;16265;25012.26;80.25;168.0;10;80106;2.23
2012_90;2;6127;25012.26;80.1;168.0;2;35258;2.23
2012_91;2;71114;51850.91;82.8;19.0;2;340015;2.23
2012_92;6;96050;51850.91;83.35;19.0;9;402429;2.23
2012_93;2;140353;51850.91;81.55;19.0;3;444287;2.23
2012_94;2;88535;51850.91;82.8;19.0;0;346680;2.23
2012_95;2;88837;51850.91;82.05;19.0;7;338164;2.23
2013_01;;23673;30534.35;82.7;357.0;5;162893;2.24
2013_02;;24603;25216.62;79.35;1682.0;6;137285;2.24
2013_03;;13318;30534.35;80.9;357.0;1;72278;2.24
2013_04;;7632;29904.83;81.9;45.0;3;35476;2.24
2013_05;;6299;29904.83;82.8;45.0;2;31582;2.24
2013_06;;84813;29904.83;82.6;45.0;9;231239;2.24
2013_07;;11898;30534.35;82.1;357.0;2;73300;2.24
2013_08;;11213;26574.8;80.0;2012.0;9;68870;2.24
2013_09;;5976;26393.38;81.9;877.0;1;32496;2.24
2013_10;;14489;26574.8;80.75;2012.0;17;74713;2.24
2013_11;;19009;26393.38;81.75;877.0;3;81597;2.24
2013_12;;7274;26393.38;82.15;877.0;10;57775;2.24
2013_13;;166077;29904.83;82.15;45.0;8;482160;2.24
2013_14;;27944;27091.31;81.5;472.0;17;170642;2.24
2013_15;;3454;30534.35;81.45;357.0;6;28260;2.24
2013_16;;14277;26699.71;81.6;385.0;1;75482;2.24
2013_17;;31451;26699.71;81.3;385.0;4;134450;2.24
2013_18;;12617;26609.5;81.05;781.0;2;67658;2.24
2013_19;;8180;26699.71;81.45;385.0;1;49236;2.24
2013_21;;22450;25370.28;82.2;180.0;12;124510;2.24
2013_22;;19002;26368.59;80.6;782.0;6;138176;2.24
2013_23;;2876;26699.71;80.55;385.0;4;22630;2.24
2013_24;;13752;26699.71;81.65;385.0;3;84014;2.24
2013_25;;25282;25370.28;82.3;180.0;21;132921;2.24
2013_26;;29191;30534.35;82.35;357.0;1;121359;2.24
2013_27;;23093;27091.31;80.8;472.0;9;156379;2.24
2013_28;;17781;26609.5;81.85;781.0;7;110566;2.24
2013_29;;36424;26368.59;80.7;782.0;0;209373;2.24
2013_30;;40885;26393.38;81.9;877.0;2;174095;2.24
2013_31;;85857;26393.38;83.25;877.0;1;313534;2.24
2013_32;;6134;26393.38;82.3;877.0;1;39398;2.24
2013_33;;80737;26699.71;82.4;385.0;3;355792;2.24
2013_34;;76821;26393.38;82.2;877.0;9;253864;2.24
2013_35;;42070;26368.59;82.45;782.0;3;265398;2.24
2013_36;;8258;26609.5;81.2;781.0;2;47479;2.24
2013_37;;25796;26609.5;82.5;781.0;3;144148;2.24
2013_38;;66797;30534.35;83.0;357.0;12;322307;2.24
2013_39;;8805;25370.28;81.7;180.0;5;62095;2.24
2013_40;;16487;26699.71;82.05;385.0;2;87286;2.24
2013_41;;14072;26609.5;81.65;781.0;1;76796;2.24
2013_42;;34839;30534.35;82.25;357.0;1;184106;2.24
2013_43;;6114;30534.35;81.4;357.0;4;52526;2.24
2013_44;;79642;28030.14;81.95;547.0;6;343755;2.24
2013_45;;33034;26609.5;82.0;781.0;3;168163;2.24
2013_46;;5395;26393.38;82.85;877.0;1;34080;2.24
2013_47;;12336;26699.71;82.5;385.0;0;72432;2.24
2013_48;;2076;26393.38;80.6;877.0;0;16147;2.24
2013_49;;29691;28030.14;82.7;547.0;6;210695;2.24
2013_50;;13800;27091.31;81.4;472.0;7;114633;2.24
2013_51;;31441;26574.8;80.95;2012.0;6;139984;2.24
2013_52;;8147;26574.8;80.15;2012.0;6;39958;2.24
2013_53;;9825;28030.14;83.05;547.0;3;79179;2.24
2013_54;;36680;26574.8;81.25;2012.0;12;175202;2.24
2013_55;;8036;26574.8;80.8;2012.0;5;45078;2.24
2013_56;;25898;26368.59;80.75;782.0;6;171943;2.24
2013_57;;44923;26574.8;80.85;2012.0;15;240646;2.24
2013_58;;7815;25370.28;80.25;180.0;6;43094;2.24
2013_59;;161483;25216.62;79.7;1682.0;17;697873;2.24
2013_60;;42302;25216.62;80.85;1682.0;10;218564;2.24
2013_61;;9878;27091.31;81.2;472.0;1;66731;2.24
2013_62;;70045;25216.62;79.0;1682.0;15;385698;2.24
2013_63;;26641;30534.35;81.7;357.0;5;141286;2.24
2013_64;;26781;26699.71;82.4;385.0;10;143398;2.24
2013_65;;9728;26393.38;81.85;877.0;2;47360;2.24
2013_66;;30946;26393.38;81.7;877.0;2;104104;2.24
2013_67;;47538;26574.8;81.75;2012.0;16;264320;2.24
2013_68;;31744;26574.8;81.7;2012.0;12;182302;2.24
2013_69;;123632;30534.35;83.15;357.0;12;460410;2.24
2013_70;;8642;25370.28;81.4;180.0;8;56663;2.24
2013_71;;19948;25370.28;81.7;180.0;9;123272;2.24
2013_72;;21211;28030.14;81.8;547.0;5;142936;2.24
2013_73;;25296;30534.35;82.85;357.0;4;101214;2.24
2013_74;;35120;30534.35;83.05;357.0;8;192744;2.24
2013_75;;243788;53288.39;83.6;19.0;5;440008;2.24
2013_76;;63195;27091.31;80.75;472.0;13;312888;2.24
2013_77;;82133;53288.39;82.05;19.0;13;381849;2.24
2013_78;;83821;53288.39;83.55;19.0;11;384249;2.24
2013_79;;12498;26699.71;81.6;385.0;4;86746;2.24
2013_80;;27431;25216.62;80.25;1682.0;8;142054;2.24
2013_81;;13106;26393.38;82.95;877.0;3;85889;2.24
2013_82;;10948;26393.38;81.8;877.0;3;60323;2.24
2013_83;;62845;29904.83;82.3;45.0;3;222137;2.24
2013_84;;32577;29904.83;82.1;45.0;0;133298;2.24
2013_85;;22567;28030.14;82.2;547.0;7;156156;2.24
2013_86;;17653;26699.71;82.05;385.0;3;101042;2.24
2013_87;;13156;26699.71;82.1;385.0;0;80873;2.24
2013_88;;12462;26574.8;80.8;2012.0;17;86703;2.24
2013_89;;16645;25370.28;80.7;180.0;9;79871;2.24
2013_90;;6479;25370.28;81.15;180.0;6;36169;2.24
2013_91;;71856;53288.39;82.9;19.0;4;345164;2.24
2013_92;;101152;53288.39;83.4;19.0;3;402877;2.24
2013_93;;141825;53288.39;81.7;19.0;2;448779;2.24
2013_94;;86031;53288.39;83.2;19.0;10;349777;2.24
2013_95;;87559;53288.39;82.05;19.0;9;340649;2.24
2014_01;;25414;30924.38;82.95;376.0;2;164484;2.28
2014_02;;24012;25492.54;79.9;2015.0;7;136959;2.28
2014_03;;12438;30924.38;81.65;376.0;1;72070;2.28
2014_04;;7932;30275.62;81.7;47.0;1;35189;2.28
2014_05;;6818;30275.62;83.3;47.0;0;31669;2.28
2014_06;;83425;30275.62;82.7;47.0;7;230183;2.28
2014_07;;11979;30924.38;82.7;376.0;7;73361;2.28
2014_08;;11128;26947.26;80.45;2353.0;7;68069;2.28
2014_09;;6464;26914.43;81.8;934.0;3;32276;2.28
2014_10;;16480;26947.26;81.7;2353.0;12;75263;2.28
2014_11;;18816;26914.43;82.0;934.0;1;80902;2.28
2014_12;;7770;26914.43;82.9;934.0;2;58275;2.28
2014_13;;161061;30275.62;82.75;47.0;9;484052;2.28
2014_14;;27182;27220.9;81.85;520.0;13;171018;2.28
2014_15;;3599;30924.38;81.65;376.0;4;28126;2.28
2014_16;;14392;27183.08;82.7;483.0;8;75967;2.28
2014_17;;32536;27183.08;81.9;483.0;1;135731;2.28
2014_18;;13038;26813.93;81.25;844.0;0;67629;2.28
2014_19;;8377;27183.08;82.4;483.0;1;49378;2.28
2014_21;;23130;25920.4;82.8;291.0;21;125781;2.28
2014_22;;20412;26948.26;81.15;826.0;7;137908;2.28
2014_23;;2887;27183.08;80.95;483.0;3;22433;2.28
2014_24;;13880;27183.08;82.0;483.0;7;83104;2.28
2014_25;;25793;25920.4;82.25;291.0;9;132773;2.28
2014_26;;29556;30924.38;82.5;376.0;1;122531;2.28
2014_27;;23168;27220.9;80.75;520.0;5;157323;2.28
2014_28;;17414;26813.93;82.65;844.0;0;110483;2.28
2014_29;;34660;26948.26;81.15;826.0;10;210867;2.28
2014_30;;39352;26914.43;82.25;934.0;1;175017;2.28
2014_31;;88896;26914.43;83.5;934.0;5;318686;2.28
2014_32;;6478;26914.43;82.45;934.0;4;39568;2.28
2014_33;;83446;27183.08;82.5;483.0;6;362569;2.28
2014_34;;74502;26914.43;82.4;934.0;2;256818;2.28
2014_35;;39923;26948.26;82.65;826.0;5;267202;2.28
2014_36;;8273;26813.93;81.4;844.0;2;46964;2.28
2014_37;;26750;26813.93;83.05;844.0;4;144985;2.28
2014_38;;73211;30924.38;83.55;376.0;9;323315;2.28
2014_39;;8998;25920.4;82.25;291.0;10;61569;2.28
2014_40;;16868;27183.08;82.3;483.0;1;87415;2.28
2014_41;;13569;26813.93;82.05;844.0;1;77681;2.28
2014_42;;36091;30924.38;82.7;376.0;10;185010;2.28
2014_43;;6875;30924.38;82.1;376.0;5;52321;2.28
2014_44;;75551;28468.66;82.5;578.0;13;348214;2.28
2014_45;;32866;26813.93;82.35;844.0;0;169552;2.28
2014_46;;6100;26914.43;82.35;934.0;3;34555;2.28
2014_47;;13201;27183.08;82.45;483.0;1;72336;2.28
2014_48;;2186;26914.43;81.8;934.0;0;16175;2.28
2014_49;;29575;28468.66;83.55;578.0;4;212297;2.28
2014_50;;14111;27220.9;81.75;520.0;4;115031;2.28
2014_51;;32275;26947.26;81.55;2353.0;18;141150;2.28
2014_52;;8111;26947.26;80.95;2353.0;14;39465;2.28
2014_53;;10183;28468.66;83.35;578.0;2;79166;2.28
2014_54;;37552;26947.26;81.7;2353.0;10;175452;2.28
2014_55;;7557;26947.26;81.15;2353.0;4;44915;2.28
2014_56;;25821;26948.26;81.6;826.0;3;172999;2.28
2014_57;;44542;26947.26;81.25;2353.0;16;239345;2.28
2014_58;;8290;25920.4;80.05;291.0;8;42718;2.28
2014_59;;154176;25492.54;80.2;2015.0;14;700014;2.28
2014_60;;43810;25492.54;81.25;2015.0;11;219768;2.28
2014_61;;10910;27220.9;81.25;520.0;3;65957;2.28
2014_62;;71238;25492.54;79.75;2015.0;15;389140;2.28
2014_63;;26269;30924.38;82.1;376.0;5;144664;2.28
2014_64;;27204;27183.08;82.85;483.0;8;145346;2.28
2014_65;;10088;26914.43;82.25;934.0;4;47595;2.28
2014_66;;31027;26914.43;81.9;934.0;3;105364;2.28
2014_67;;47383;26947.26;82.15;2353.0;6;262352;2.28
2014_68;;33278;26947.26;82.2;2353.0;5;182695;2.28
2014_69;;121708;30924.38;83.55;376.0;15;465635;2.28
2014_70;;9220;25920.4;81.55;291.0;18;56610;2.28
2014_71;;20374;25920.4;82.15;291.0;9;122550;2.28
2014_72;;23156;28468.66;82.35;578.0;5;142393;2.28
2014_73;;25218;30924.38;83.5;376.0;4;101142;2.28
2014_74;;35817;30924.38;83.25;376.0;12;196276;2.28
2014_75;;277148;53979.1;84.1;19.0;3;437621;2.28
2014_76;;57959;27220.9;81.0;520.0;12;314007;2.28
2014_77;;84606;53979.1;82.25;19.0;5;386092;2.28
2014_78;;84102;53979.1;83.95;19.0;6;383399;2.28
2014_79;;11557;27183.08;82.6;483.0;3;87704;2.28
2014_80;;27190;25492.54;80.45;2015.0;9;142589;2.28
2014_81;;13879;26914.43;83.3;934.0;2;86691;2.28
2014_82;;11058;26914.43;82.35;934.0;2;61196;2.28
2014_83;;63981;30275.62;82.5;47.0;5;222000;2.28
2014_84;;32867;30275.62;82.5;47.0;3;134072;2.28
2014_85;;23086;28468.66;82.2;578.0;6;158934;2.28
2014_86;;18073;27183.08;83.05;483.0;5;101561;2.28
2014_87;;13071;27183.08;82.6;483.0;0;81437;2.28
2014_88;;12606;26947.26;81.0;2353.0;13;85781;2.28
2014_89;;20213;25920.4;80.9;291.0;6;79733;2.28
2014_90;;6580;25920.4;81.65;291.0;3;35909;2.28
2014_91;;70229;53979.1;83.45;19.0;4;347311;2.28
2014_92;;109619;53979.1;83.95;19.0;4;402906;2.28
2014_93;;135741;53979.1;82.2;19.0;3;454222;2.28
2014_94;;91432;53979.1;83.6;19.0;7;352006;2.28
2014_95;;83551;53979.1;82.55;19.0;6;343826;2.28
2015_01;;26296;31633.35;82.95;402.0;1;166118;2.23
2015_02;;24279;26194.52;79.75;2321.0;14;137497;2.23
2015_03;;12527;31633.35;81.25;402.0;5;71332;2.23
2015_04;;8081;30900.64;82.15;50.0;6;35000;2.23
2015_05;;6974;30900.64;82.8;50.0;2;31564;2.23
2015_06;;81960;30900.64;82.65;50.0;6;231356;2.23
2015_07;;11573;31633.35;81.95;402.0;2;73239;2.23
2015_08;;11575;27373.05;80.6;2580.0;9;66982;2.23
2015_09;;6264;27533.99;82.0;1037.0;3;32248;2.23
2015_10;;16358;27373.05;81.25;2580.0;6;75162;2.23
2015_11;;19378;27533.99;81.95;1037.0;0;80757;2.23
2015_12;;8223;27533.99;82.75;1037.0;3;58034;2.23
2015_13;;157604;30900.64;82.3;50.0;8;484567;2.23
2015_14;;28876;27876.85;81.55;567.0;37;169622;2.23
